作者,詩名,內容
李白,古風其四十九,美人出南國。灼灼芙蓉姿。皓齒終不發。芳心空自持。由來紫宮女。共妒青蛾眉。歸去瀟湘沚。沉吟何足悲。
李白,古風其五十六,越客采明珠。提攜出南隅。清輝照海月。美價傾皇都。獻君君按劍。懷寶空長籲。魚目複相哂。寸心增煩紆。
李白,宮中行樂詞其四,玉樹春歸日。金宮樂事多。後庭朝未入。輕輦夜相過。笑出花間語。嬌來竹下歌。莫教明月去。留著醉嫦蛾。
李白,宮中行樂詞其七,寒雪梅中儘。春風柳上歸。宮鶯嬌欲醉。簷燕語還飛。遲日明歌席。新花豔舞衣。晚來移彩仗。行樂泥光輝。
李白,贈韋秘書子春,穀口鄭子真，躬耕在岩石。高名動京師，天下皆籍籍。斯人竟不起，雲臥從所適。苟無濟代心，獨善亦何益。惟君家世者，偃息逢休明。談天信浩蕩，說劍紛縱橫。謝公不徒然，起來為蒼生。秘書何寂寂，無乃羈豪英。且複歸碧山，安能戀金闕。舊宅樵漁地，蓬蒿已應冇。卻顧女幾峰，胡顏見雲月。徒為風塵苦，一官已白須。氣同萬裡合，訪我來瓊都。披雲睹青天，捫虱話良圖。留侯將綺裡，出處未雲殊。終與安社稷，功成去五湖。
李白,贈郭季鷹,河東郭有道，於世若浮雲。盛德無我位，清光獨映君。恥將雞並食，長與鳳為群。一擊九千仞，相期淩紫氛。
李白,上李邕  ( 此詩蕭士□雲是偽作 )  【上斌下,大鵬一日同風起，摶搖直上九萬裡。假令風歇時下來，猶能簸卻滄溟水。世人見我恒殊調，聞餘大言皆冷笑。宣父猶能畏後生，丈夫未可輕年少。
李白,贈升州王使君忠臣,六代帝王國，三吳佳麗城。賢人當重寄，天子借高名。巨海一邊靜，長江萬裡清。應須救趙策，未肯棄侯嬴。
李白,贈漢陽輔錄事其二,鸚鵡洲橫漢陽渡。水引寒煙冇江樹。南浦登樓不見君。君今罷官在何處。漢口雙魚白錦鱗。令傳尺素報情人。其中字數無多少。隻是相思秋複春。
李白,贈盧司戶,秋色無遠近，出門儘寒山。白雲遙相識，待我蒼梧間。借問盧耽鶴，西飛幾歲還。
李白,贈錢徵君少陽  （一作送趙雲卿）,"白玉一杯酒，綠楊三月時。春風餘幾日，兩鬢各成絲。秉燭唯須飲，投竿也未遲。如逢渭水獵，猶可帝王師。
        "
李白,寄王漢陽,南湖秋月白，王宰夜相邀。錦帳郎官醉，羅衣舞女嬌。笛聲喧沔鄂，歌曲上雲霄。彆後空愁我，相思一水遙。
李白,涇溪東亭寄鄭少府諤,我遊東亭不見君，沙上行將白鷺群。白鷺行時散飛去，又如雪點青山雲。欲往涇溪不辭遠，龍門蹙波虎眼轉。杜鵑花開春已闌，歸向陵陽釣魚晚。
李白,寄上吳王其一,淮王愛八公，攜手綠雲中。小子忝枝葉，亦攀丹桂叢。謬以詞賦重，而將枚馬同。何日背淮水，東之觀土風。
李白,留彆金陵諸公,海水昔飛動，三龍紛戰爭。鐘山危波瀾，傾側駭奔鯨。黃旗一掃蕩，割壤開吳京。六代更霸王，遺跡見都城。至今秦淮間，禮樂秀群英。地扇鄒魯學，詩騰顏謝名。五月金陵西，祖餘白下亭。欲尋廬峰頂，先繞漢水行。香爐紫煙滅，瀑布落太清。若攀星辰去，揮手緬含情。
李白,贈彆鄭判官,竄逐勿複哀，慚君問寒灰。浮雲本無意，吹落章華台。遠彆淚空儘，長愁心已摧。二年吟澤畔，憔悴幾時回。
李白,送方士趙叟之東平,長桑曉洞視，五藏無全牛。趙叟得秘訣，還從方士遊。西過獲麟台，為我吊孔丘。念彆複懷古，潸然空淚流。
李白,送通禪師還南陵隱靜寺,我聞隱靜寺，山水多奇蹤。岩種朗公橘，門深杯渡鬆。道人製猛虎，振錫還孤峰。他日南陵下，相期穀口逢。
李白,送王孝廉覲省,彭蠡將天合，姑蘇在日邊。寧親候海色，欲動孝廉船。窈窕晴江轉，參差遠岫連。相思無晝夜，東泣似長川。
李白,洞庭醉後送絳州呂使君果流澧州  ( 果一作杲,昔彆若夢中，天涯忽相逢。洞庭破秋月，縱酒開愁容。贈劍刻玉字，延平兩蛟龍。送君不儘意，書及雁回峰。
李白,五月東魯行答汶上君  （君一作翁）,五月梅始黃，蠶凋桑柘空。魯人重織作，機杼鳴簾櫳。顧餘不及仕，學劍來山東。舉鞭訪前途，獲笑汶上翁。下愚忽壯士，未足論窮通。我以一箭書，能取聊城功。終然不受賞，羞與時人同。西歸去直道，落日昏陰虹。此去爾勿言，甘心為轉蓬。
李白,答湖州迦葉司馬問白是何人,青蓮居士謫仙人，酒肆藏名三十春。湖州司馬何須問，金粟如來是後身。
李白,酬裴侍禦留岫師彈琴見寄,君同鮑明遠，邀彼休上人。鼓琴亂白雪，秋變江上春。瑤草綠未衰，攀翻寄情親。相思兩不見，流淚空盈巾。
李白,宴鄭參卿山池,爾恐碧草晚，我畏朱顏移。愁看楊花飛，置酒正相宜。歌聲送落日，舞影回清池。今夕不儘杯，留歡更邀誰。
李白,在水軍宴韋司馬樓船觀妓,搖曳帆在空，清流順歸風。詩因鼓吹發，酒為劍歌雄。對舞青樓妓，雙鬟白玉童。行雲且莫去，留醉楚王宮。
李白,早望海霞邊,四明三千裡，朝起赤城霞。日出紅光散，分輝照雪崖。一餐咽瓊液，五內發金沙。舉手何所待，青龍白虎車。
李白,九日登巴陵置酒望洞庭水軍,九日天氣清，登高無秋雲。造化辟川嶽，了然楚漢分。長風鼓橫波，合遝蹙龍文。憶昔傳遊豫，樓船壯橫汾。今茲討鯨鯢，旌旆何繽紛。白羽落酒樽，洞庭羅三軍。黃花不掇手，戰鼓遙相聞。劍舞轉頹陽，當時日停曛。酣歌激壯士，可以摧妖氛。齷齪東籬下，淵明不足群。
李白,望木瓜山,早起見日出，暮見棲鳥還。客心自酸楚，況對木瓜山。
李白,奔亡道中其五,淼淼望湖水。青青蘆葉齊。歸心落何處。日冇大江西。歇馬傍春草。欲行遠道迷。誰忍子規鳥。連聲向我啼。
李白,金陵其一,晉家南渡日，此地舊長安。地即帝王宅，山為龍虎盤。金陵空壯觀，天塹淨波瀾。醉客回橈去，吳歌且自歡。
李白,牛渚磯,絕壁臨巨川，連峰勢相向。亂石流洑間，回波自成浪。但驚群木秀，莫測精靈狀。更聽猿夜啼，憂心醉江上。
李白,月下獨酌其一,"花間一壺酒，獨酌無相親。舉杯邀明月，對影成三人。月既不解飲，影徒隨我身。暫伴月將影，行樂須及春。我歌月徘徊，我舞影零亂。醒時同交歡，醉後各分散。(同交歡 一作：相交歡)永結無情遊，相期邈雲漢。 
        "
李白,月下獨酌其二,天若不愛酒，酒星不在天。地若不愛酒，地應無酒泉。天地既愛酒，愛酒不愧天。已聞清比聖，複道濁如賢。賢聖既已飲，何必求神仙。三杯通大道，一鬥合自然。但得酒中趣，勿為醒者傳。
李白,日夕山中忽然有懷,久臥青山雲，遂為青山客。山深雲更好，賞弄終日夕。月銜樓間峰，泉漱階下石。素心自此得，真趣非外惜。鼯啼桂方秋，風滅籟歸寂。緬思洪崖術，欲往滄海隔。雲車來何遲，撫幾空歎息。
李白,春滯沅湘有懷山中,沅湘春色還，風暖煙草綠。古之傷心人，於此腸斷續。予非懷沙客，但美采菱曲。所願歸東山，寸心於此足。
李白,擬古其十一,"涉江玩秋水，愛此紅蕖鮮。攀荷弄其珠，蕩漾不成圓。佳人彩雲裡，欲贈隔遠天。相思無因見，悵望涼風前。 
        "
李白,感遇其二,可歎東籬菊。莖疏葉且微。雖言異蘭蕙。亦自有芳菲。未泛盈樽酒。徒沾清露輝。當榮君不采。飄落欲何依。
李白,廣陵贈彆,玉瓶沽美酒，數裡送君還。係馬垂楊下，銜杯大道間。天邊看淥水，海上見青山。興罷各分袂，何須醉彆顏。
李白,與元丹丘方城寺談玄作,茫茫大夢中，惟我獨先覺。騰轉風火來，假合作容貌。滅除昏疑儘，領略入精要。澄慮觀此身，因得通寂照。郎悟前後際，始知金仙妙。幸逢禪居人，酌玉坐相召。彼我俱若喪，雲山豈殊調。清風生虛空，明月見談笑。怡然青蓮宮，永願恣遊眺。
李白,古風其二十,昔我遊齊都。登華不注峰。茲山何峻秀。綠翠如芙蓉。蕭颯古仙人。了知是赤鬆。借予一白鹿。自挾兩青龍。含笑淩倒景。欣然願相從。(一本此十句作一首)泣與親友彆。欲語再三咽。勖君青鬆心。努力保霜雪。世路多險艱。白日欺紅顏。分手各千裡。去去何時還。(一本此八句作一首)在世複幾時。倏如飄風度。空聞紫金經。白首愁相誤。撫己忽自笑。沉吟為誰故。名利徒煎熬。安得閒餘步。終留赤玉舄。東上蓬萊路。(萊一作山)秦帝如我求。蒼蒼但煙霧。(一本此十二句作一首)
李白,古風其三十八,孤蘭生幽園。眾草共蕪冇。雖照陽春暉。複悲高秋月。飛霜早淅瀝。綠豔恐休歇。若無清風吹。香氣為誰發。
李白,古風其四十五,八荒馳驚飆。萬物儘凋落。浮雲蔽頹陽。洪波振大壑。龍鳳脫罔罟。飄搖將安托。去去乘白駒。空山詠場藿。
李白,古風其五十七,羽族稟萬化。小大各有依。周周亦何辜。六翮掩不揮。願銜眾禽翼。一向黃河飛。飛者莫我顧。歎息將安歸。
李白,古風其五十八,我到巫山渚。尋古登陽台。天空彩雲滅。地遠清風來。神女去已久。襄王安在哉。荒淫竟淪替。樵牧徒悲哀。
李白,宮中行樂詞其五,繡戶香風暖。紗窗曙色新。宮花爭笑日。池草暗生春。綠樹聞歌鳥。青樓見舞人。昭陽桃李月。羅綺自相親。
李白,宮中行樂詞其六,今日明光裡。還須結伴遊。春風開紫殿。天樂下朱樓。豔舞全知巧。嬌歌半欲羞。更憐花月夜。宮女笑藏鉤。
李白,橫江詞其五,橫江館前津吏迎，向餘東指海雲生。郎今欲渡緣何事，如此風波不可行。
李白,口號贈徵君鴻  此公時被征,陶令辭彭澤，梁鴻入會稽。我尋高士傳，君與古人齊。雲臥留丹壑，天書降紫泥。不知楊伯起，早晚向關西。
李白,贈崔秋浦其一,吾愛崔秋浦，宛然陶令風。門前五楊柳，井上二梧桐。山鳥下廳事，簷花落酒中。懷君未忍去，惆悵意無窮。
李白,贈崔秋浦其三,河陽花作縣。秋浦玉為人。地逐名賢好。風隨惠化春。水從天漢落。山逼畫屏新。應念金門客。投沙吊楚臣。
李白,贈從弟南平太守之遙其二,東平與南平。今古兩步兵。素心愛美酒。不是顧專城。謫官桃源去。尋花幾處行。秦人如舊識。出戶笑相迎。
李白,宿清溪主人,夜到清溪宿，主人碧岩裡。簷楹掛星鬥，枕席響風水。月落西山時，啾啾夜猿起。
李白,贈彆舍人弟台卿之江南,去國客行遠，還山秋夢長。梧桐落金井，一葉飛銀床。覺罷攬明鏡，鬢毛颯已霜。良圖委蔓草，古貌成枯桑。欲道心下事，時人疑夜光。因為洞庭葉，飄落之瀟湘。令弟經濟士，謫居我何傷。潛虯隱尺水，著論談興亡。客遇王子喬，口傳不死方。入洞過天地，登真朝玉皇。吾將撫爾背，揮手遂翱翔。
李白,秋山寄衛慰張卿及王徵君,何以折相贈，白花青桂枝。月華若夜雪，見此令人思。雖然剡溪興，不異山陰時。明發懷二子，空吟招隱詩。
李白,寄從弟宣州長史昭,爾佐宣州郡，守官清且閒。常誇雲月好，邀我敬亭山。五落洞庭葉，三江遊未還。相思不可見，歎息損朱顏。
李白,送張舍人之江東,張翰江東去，正值秋風時。天清一雁遠，海闊孤帆遲。白日行欲暮，滄波杳難期。吳洲如見月，千裡幸相思。
李白,送賀監歸四明應製,久辭榮祿遂初衣，曾向長生說息機。真訣自從茅氏得，恩波寧阻洞庭歸。瑤台含霧星辰滿，仙嶠浮空島嶼微。借問欲棲珠樹鶴，何年卻向帝城飛。
李白,送長沙陳太守其一,長沙陳太守，逸氣淩青鬆。英主賜五馬，本是天池龍。湘水回九曲，衡山望五峰。榮君按節去，不及遠相從。
李白,送楊燕之東魯,關西楊伯起，漢日舊稱賢。四代三公族，清風播人天。夫子華陰居，開門對玉蓮。何事曆衡霍，雲帆今始還。君坐稍解顏，為君歌此篇。我固侯門士，謬登聖主筵。一辭金華殿，蹭蹬長江邊。二子魯門東，彆來已經年。因君此中去，不覺淚如泉。
李白,送範山人歸泰山,魯客抱白鶴，彆餘往泰山。初行若片雲，杳在青崖間。高高至天門，日觀近可攀。雲山望不及，此去何時還。第一百七十七卷
李白,送鞠十少府,試發清秋興，因為吳會吟。碧雲斂海色，流水折江心。我有延陵劍，君無陸賈金。艱難此為彆，惆悵一何深。
李白,感遇其四,宋玉事楚王。立身本高潔。巫山賦彩雲。郢路歌白雪。舉國莫能和。巴人皆卷舌。一感登徒言。恩情遂中絕。
李白,覽鏡書懷,得道無古今，失道還衰老。自笑鏡中人，白發如霜草。捫心空歎息，問影何枯槁。桃李竟何言，終成南山皓。
李白,題東溪公幽居,杜陵賢人清且廉，東谿卜築歲將淹。宅近青山同謝脁，門垂碧柳似陶潛。好鳥迎春歌後院，飛花送酒舞前簷。客到但知留一醉，盤中隻有水晶鹽。
李白,金陵聽韓侍禦吹笛,韓公吹玉笛，倜儻流英音。風吹繞鐘山，萬壑皆龍吟。王子停鳳管，師襄掩瑤琴。餘韻度江去，天涯安可尋。
李白,寄遠其六,陽台隔楚水。春草生黃河。相思無日夜。浩蕩若流波。流波向海去。欲見終無因。遙將一點淚。遠寄如花人。
李白,代贈遠,妾本洛陽人，狂夫幽燕客。渴飲易水波，由來多感激。胡馬西北馳，香騣搖綠絲。鳴鞭從此去，逐虜蕩邊陲。昔去有好言，不言久離彆。燕支多美女，走馬輕風雪。見此不記人，恩情雲雨絕。啼流玉箸儘，坐恨金閨切。織錦作短書，腸隨回文結。相思欲有寄，恐君不見察。焚之揚其灰，手跡自此滅。
李白,代秋情,幾日相彆離，門前生穞葵。寒蟬聒梧桐，日夕長鳴悲。白露濕螢火，清霜淩兔絲。空掩紫羅袂，長啼無儘時。
李白,思邊,去年何時君彆妾，南園綠草飛蝴蝶。今歲何時妾憶君，西山白雪暗晴雲。玉關去此三千裡，欲寄音書那可聞。
李白,自溧水道哭王炎其二,王公希代寶。棄世一何早。吊死不及哀。殯宮已秋草。悲來欲脫劍。掛向何枝好。哭向茅山雖未摧。一生淚儘丹陽道。
李白,送客歸吳,江村秋雨歇，酒儘一帆飛。路曆波濤去，家惟坐臥歸。島花開灼灼，汀柳細依依。彆後無餘事，還應掃釣磯。
李白,三山望金陵，寄殷淑,三山懷謝脁，水澹望長安。蕪冇河陽縣，秋江正北看。盧龍霜氣冷，鳷鵲月光寒。耿耿憶瓊樹，天涯寄一歡。
李白,張相公出鎮荊州，尋除太子詹事，餘時流夜郎,張衡殊不樂，應有四愁詩。慚君錦繡段，贈我慰相思。鴻鵠複矯翼，鳳凰憶故池。榮樂一如此，商山老紫芝。
李白,登廬山五老峰,廬山東南五老峰，青天削出金芙蓉。九江秀色可攬結，吾將此地巢雲鬆。
李白,見野草中有曰白頭翁者,醉入田家去，行歌荒野中。如何青草裡，亦有白頭翁。折取對明鏡，宛將衰鬢同。微芳似相誚，留恨向東風。
李白,秀華亭,遙望九華峰，誠然是九華。蒼顏耐風雪，奇態燦雲霞。曜日凝成錦，淩霄增壁崖。何當餘蔭照，天造洞仙家。
李白,煉丹井,聞說神仙晉葛洪，煉丹曾此占雲峰。庭前廢井今猶在，不見長鬆見短鬆。
李白,與史中郎欽聽黃鶴樓上吹笛,一為遷客去長沙，西望長安不見家。黃鶴樓中吹玉笛，江城五月落梅花。
李白,行行遊且獵篇,邊城兒，生年不讀一字書，但將遊獵誇輕趫。胡馬秋肥宜白草，騎來躡影何矜驕。金鞭拂雪揮鳴鞘，半酣呼鷹出遠郊。弓彎滿月不虛發，雙鶬迸落連飛髇。海邊觀者皆辟易，猛氣英風振沙磧。儒生不及遊俠人，白首下帷複何益。
李白,宮中行樂詞其八,水綠南薰殿。花紅北闕樓。鶯歌聞太液。鳳吹繞瀛洲。素女鳴珠佩。天人弄彩球。【毛求】今朝風日好。宜入未央遊。
李白,邯鄲才人嫁為斯養卒婦,妾本崇台女，揚蛾入丹闕。自倚顏如花，寧知有凋歇。一辭玉階下，去若朝雲冇。每憶邯鄲城，深宮夢秋月。君王不可見，惆悵至明發。
李白,高句驪,金花折風帽，白馬小遲回。翩翩舞廣袖，似鳥海東來。
李白,贈崔司戶文昆季,雙珠出海底，俱是連城珍。明月兩特達，餘輝傍照人。英聲振名都，高價動殊鄰。豈伊箕山故，特以風期親。惟昔不自媒，擔簦西入秦。攀龍九天上，忝列歲星臣。布衣侍丹墀，密勿草絲綸。才微惠渥重，讒巧生緇磷。一去已十載，今來複盈旬。清霜入曉鬢，白露生衣巾。側見綠水亭，開門列華茵。千金散義士，四坐無凡賓。欲折月中桂，持為寒者薪。路傍已竊笑，天路將何因。垂恩倘丘山，報德有微身。
李白,贈溧陽宋少府陟,李斯未相秦，且逐東門兔。宋玉事襄王，能為高唐賦。常聞綠水曲，忽此相逢遇。掃灑青天開，豁然披雲霧。葳蕤紫鸞鳥，巢在昆山樹。驚風西北吹，飛落南溟去。早懷經濟策，特受龍顏顧。白玉棲青蠅，君臣忽行路。人生感分義，貴欲呈丹素。何日清中原，相期廓天步。
李白,望九華贈青陽韋仲堪,昔在九江上，遙望九華峰。天河掛綠水，秀出九芙蓉。我欲一揮手，誰人可相從。君為東道主，於此臥雲鬆。第一百七十卷
李白,贈漢陽輔錄事其一,聞君罷官意，我抱漢川湄。借問久疏索，何如聽訟時。天清江月白，心靜海鷗知。應念投沙客，空餘吊屈悲。
李白,贈曆陽褚司馬  時此公為稚子舞故作是詩,北堂千萬壽，侍奉有光輝。先同稚子舞，更著老萊衣。因為小兒啼，醉倒月下歸。人間無此樂，此樂世中稀。
李白,北山獨酌寄韋六,巢父將許由，未聞買山隱。道存跡自高，何憚去人近。紛吾下茲嶺，地閒喧亦泯。門橫群岫開，水鑿眾泉引。屏高而在雲，竇深莫能準。川光晝昏凝，林氣夕淒緊。於焉摘朱果，兼得養玄牝。坐月觀寶書，拂霜弄瑤軫。傾壺事幽酌，顧影還獨儘。念君風塵遊，傲爾令自哂。
李白,送羽林陶將軍,將軍出使擁樓船，江上旌旗拂紫煙。萬裡橫戈探虎穴，三杯拔劍舞龍泉。莫道詞人無膽氣，臨行將贈繞朝鞭。
李白,同王昌齡送族弟襄歸桂陽其二,爾家何在瀟湘川。青莎白石長沙邊。昨夢江花照江日。幾枝正發東窗前。覺來欲往心悠然。魂隨越鳥飛南天。秦雲連山海相接。桂水橫煙不可涉。送君此去令人愁。風帆茫茫隔河洲。春潭瓊草綠可折。西寄長安明月樓。
李白,送侯十一,朱亥已擊晉，侯嬴尚隱身。時無魏公子，豈貴抱關人。餘亦不火食，遊梁同在陳。空餘湛盧劍，贈爾托交親。
李白,送韓侍禦之廣德,昔日繡衣何足榮，今宵貰酒與君傾。暫就東山賒月色，酣歌一夜送泉明。
李白,送郗昂謫巴中,瑤草寒不死，移植滄江濱。東風灑雨露，會入天地春。予若洞庭葉，隨波送逐臣。思歸未可得，書此謝情人。
李白,秋獵孟諸夜歸置酒單父東樓觀妓,傾暉速短炬，走海無停川。冀餐圓丘草，欲以還頹年。此事不可得，微生若浮煙。駿發跨名駒，雕弓控鳴弦。鷹豪魯草白，狐兔多肥鮮。邀遮相馳逐，遂出城東田。一掃四野空，喧呼鞍馬前。歸來獻所獲，炮炙宜霜天。出舞兩美人，飄搖若雲仙。留歡不知疲，清曉方來旋。
李白,攜妓登梁王棲霞山孟氏桃園中,碧草已滿地，柳與梅爭春。謝公自有東山妓，金屏笑坐如花人。今日非昨日，明日還複來。白發對綠酒，強歌心已摧。君不見梁王池上月，昔照梁王樽酒中。梁王已去明月在，黃鸝愁醉啼春風。分明感激眼前事，莫惜醉臥桃園東。
李白,金陵鳳凰台置酒,置酒延落景，金陵鳳凰台。長波寫萬古，心與雲俱開。借問往昔時，鳳凰為誰來。鳳凰去已久，正當今日回。明君越羲軒，天老坐三台。豪士無所用，彈弦醉金罍。東風吹山花，安可不儘杯。六帝冇幽草，深宮冥綠苔。置酒勿複道，歌鐘但相催。
李白,與謝良輔遊涇川陵岩寺,乘君素舸泛涇西，宛似雲門對若溪。且從康樂尋山水，何必東遊入會稽。
李白,杜陵絕句,南登杜陵上，北望五陵間。秋水明落日，流光滅遠山。
李白,奔亡道中其四,函穀如玉關。幾時可生還。洛陽為易水。嵩嶽是燕山。俗變羌胡語。人多沙塞顏。申包惟慟哭。七日鬢毛斑。
李白,謝公宅,青山日將暝，寂寞謝公宅。竹裡無人聲，池中虛月白。荒庭衰草遍，廢井蒼苔積。惟有清風閒，時時起泉石。
李白,靈墟山,丁令辭世人，拂衣向仙路。伏煉九丹成，方隨五雲去。鬆蘿蔽幽洞，桃杏深隱處。不知曾化鶴，遼海歸幾度。
李白,金陵江上遇蓬池隱者  時於落星石上,心愛名山遊，身隨名山遠。羅浮麻姑台，此去或未返。遇君蓬池隱，就我石上飯。空言不成歡，強笑惜日晚。綠水向雁門，黃雲蔽龍山。歎息兩客鳥，裴回吳越間。共語一執手，留連夜將久。解我紫綺裘，且換金陵酒。酒來笑複歌，興酣樂事多。水影弄月色，清光奈愁何。明晨掛帆席，離恨滿滄波。
李白,感興其二,洛浦有宓妃。飄搖雪爭飛。輕雲拂素月。了可見清輝。解佩欲西去。含情詎相違。香塵動羅襪。綠水不沾衣。陳王徒作賦。神女豈同歸。好色傷大雅。多為世所譏。
李白,感興其六,嘉穀隱豐草。草深苗且稀。農夫既不異。孤穗將安歸。常恐委疇隴。忽與秋蓬飛。鳥得薦宗廟。為君生光輝。
李白,感遇其三,昔餘聞嫦娥。（嫦一作【女亙】）竊藥駐雲發。不自嬌玉顏。方希煉金骨。飛去身莫返。含笑坐明月。紫宮誇蛾眉。隨手會凋歇。
李白,觀博平王誌安少府山水粉圖,粉壁為空天，丹青狀江海。遊雲不知歸，日見白鷗在。博平真人王誌安，沉吟至此願掛冠。鬆溪石磴帶秋色，愁客思歸坐曉寒。
李白,題隨州紫陽先生壁,神農好長生，風俗久已成。複聞紫陽客，早署丹台名。喘息餐妙氣，步虛吟真聲。道與古仙合，心將元化並。樓疑出蓬海，鶴似飛玉京。鬆雪窗外曉，池水階下明。忽耽笙歌樂，頗失軒冕情。終願惠金液，提攜淩太清。
李白,題宛溪館,吾憐宛溪好，百尺照心明。何謝新安水，千尋見底清。白沙留月色，綠竹助秋聲。卻笑嚴湍上，於今獨擅名。
李白,觀胡人吹笛  ( 觀一作聽 ),胡人吹玉笛，一半是秦聲。十月吳山曉，梅花落敬亭。愁聞出塞曲，淚滿逐臣纓。卻望長安道，空懷戀主情。
李白,白田馬上聞鶯,黃鸝啄紫椹，五月鳴桑枝。我行不記日，誤作陽春時。蠶老客未歸，白田已繅絲。驅馬又前去，捫心空自悲。
李白,寄遠其五,遠憶巫山陽。花明淥江暖。躊躇未得往。淚向南雲滿。春風複無情。吹我夢魂斷。不見眼中人。天長音信短。
李白,寄遠其九,長短春草綠。緣階如有情。卷施心獨苦。抽卻死還生。睹物知妾意。希君種後庭。閒時當采掇。念此莫相輕。
李白,陌上贈美人,駿馬驕行踏落花，垂鞭直拂五雲車。美人一笑褰珠箔，遙指紅樓是妾家。
李白,題許宜平庵壁,我吟傳舍詠，來訪真人居。煙嶺迷高跡，雲林隔太虛。窺庭但蕭瑟，倚杖空躊躇。應化遼天鶴，歸當千歲餘。
李白,玩月金陵城西孫楚酒樓，達曙歌吹，日晚乘醉,昨玩西城月，青天垂玉鉤。朝沽金陵酒，歌吹孫楚樓。忽憶繡衣人，乘船往石頭。草裹烏紗巾，倒被紫綺裘。兩岸拍手笑，疑是王子猷。酒客十數公，崩騰醉中流。謔浪棹海客，喧呼傲陽侯。半道逢吳姬，卷簾出揶揄。我憶君到此，不知狂與羞。一月一見君，三杯便回橈。舍舟共連袂，行上南渡橋。興發歌綠水，秦客為之搖。雞鳴複相招，清宴逸雲霄。贈我數百字，字字淩風飆。係之衣裘上，相憶每長謠。
李白,陽春曲,芣苡生前徑，含桃落小園。春心自搖蕩，百舌更多言。
李白,太華觀,厄磴層層上太華，白雲深處有人家。道童對月閒吹笛，仙子乘雲遠駕車。恠石堆山如坐虎，老藤纏樹似騰蛇。曾聞玉井金河在，會見蓬萊十丈花。
李白,少年行其二,五陵年少金市東，銀鞍白馬度春風。落花踏儘遊何處，笑人胡姬酒肆中。
李白,於闐采花,於闐采花人，自言花相似。明妃一朝西入胡，胡中美女多羞死。乃知漢地多名姝，胡中無花可方比。丹青能令醜者妍，無鹽翻在深宮裡。自古妒蛾眉，胡沙埋皓齒。
李白,子夜四時歌：春歌,秦地羅敷女，采桑綠水邊。素手青條上，紅妝白日鮮。蠶饑妾欲去，五馬莫留連。
李白,古風其二十二,秦水彆隴首。幽咽多悲聲。胡馬顧朔雪。躞蹀長嘶鳴。感物動我心。緬然含歸情。昔視秋蛾飛。今見春蠶生。嫋嫋桑柘葉。（柘一作結）萋萋柳垂榮。急節謝流水。羈心搖懸旌。揮涕且複去。惻愴何時平。
李白,古風其四十一,朝弄紫泥海。夕披丹霞裳。揮手折若木。拂此西日光。雲臥遊八極。玉顏已千霜。飄飄入無倪。稽首祈上皇。呼我遊太素。玉杯賜瓊漿。一餐曆萬歲。何用還故鄉。永隨長風去。天外恣飄揚。(一本無此二句)
李白,秦女卷衣,天子居未央，妾侍卷衣裳。顧無紫宮寵，敢拂黃金床。水至亦不去，熊來尚可當。微身奉日月，飄若螢之光。願君采葑菲，無以下體妨。
李白,勞勞亭歌  在江寧縣南十五裡. 古送彆之所,金陵勞勞送客堂，蔓草離離生道傍。古情不儘東流水，此地悲風愁白楊。我乘素舸同康樂，朗詠清川飛夜霜。昔聞牛渚吟五章，今來何謝袁家郎。苦竹寒聲動秋月，獨宿空簾歸夢長。
李白,橫江詞其一,人道橫江好，儂道橫江惡。一風三日吹倒山，白浪高於瓦官閣。
李白,係尋陽上崔相渙其二,毛遂不墮井。曾參寧殺人。虛言誤公子。投杼惑慈親。白璧雙明月。方知一玉真。
李白,彆魯頌,誰道泰山高，下卻魯連節。誰雲秦軍眾，摧卻魯連舌。獨立天地間，清風灑蘭雪。夫子還倜儻，攻文繼前烈。錯落石上鬆，無為秋霜折。贈言鏤寶刀，千歲庶不滅。
李白,送舍弟,吾家白額駒，遠彆臨東道。他日相思一夢君，應得池塘生春草。
李白,賦得白鷺鷥送宋少府入三峽,白鷺拳一足，月明秋水寒。人驚遠飛去，直向使君灘。
李白,同友人舟行遊台越作,楚臣傷江楓，謝客拾海月。懷沙去瀟湘，掛席泛溟渤。蹇予訪前跡，獨往造窮發。古人不可攀，去若浮雲冇。願言弄倒景，從此煉真骨。華頂窺絕溟，蓬壺望超忽。不知青春度，但怪綠芳歇。空持釣鼇心，從此謝魏闕。
李白,九日龍山歌,九日龍山飲，黃花笑逐臣。醉看風落帽，舞愛月留人。
李白,之廣陵宿常二南郭幽居,綠水接柴門，有如桃花源。忘憂或假草，滿院羅叢萱。暝色湖上來，微雨飛南軒。故人宿茅宇，夕鳥棲楊園。還惜詩酒彆，深為江海言。明朝廣陵道，獨憶此傾樽。
李白,下陵陽沿高溪三門六剌灘,三門橫峻灘，六剌走波瀾。石驚虎伏起，水狀龍縈盤。何慚七裡瀨，使我欲垂竿。
李白,魯中都東樓醉起作,昨日東樓醉，還應倒接蘺。阿誰扶上馬，不省下樓時。
李白,月夜聽盧子順彈琴,閒夜坐明月。幽人彈素琴。忽聞悲風調。宛若寒鬆吟。白雪亂纖手。綠水清虛心。鐘期久已冇。世上無知音。
李白,重憶一首,欲向江東去，定將誰舉杯。稽山無賀老，卻棹酒船回。
